row,episode,episode_step_start,episode_step_end,window_index,chunk_index,label,credit_source,policy_subtask,policy_command,relabeled_subtask,relabeled_command,n_suggested,policy_subtask_raw
114,3,351,360,9,5,BAD,direct,The vehicle accelerates normally to the target speed while maintaining a steady lane.,accelerate,"The vehicle decelerates smoothly to a stop, driving cautiously.",decelerate,1,<loc1022>The vehicle accelerates normally to the target speed while maintaining a steady lane.;<loc1021>
115,3,361,370,9,6,BAD,direct,"The vehicle follows the route, cautiously adjusting its course left while maintaining steady speed.",follow,"The vehicle decelerates smoothly to a stop, driving cautiously.",decelerate,1,"<loc1022>The vehicle follows the route, cautiously adjusting its course left while maintaining steady speed.;<loc1021>"
116,3,371,380,9,7,BAD,direct,The vehicle accelerates normally through the clear junction with a smooth left adjustment.,accelerate,"The vehicle remains stopped, steadily maintaining its position.",stop,1,<loc1022>The vehicle accelerates normally through the clear junction with a smooth left adjustment.;<loc1021>
117,3,381,390,9,8,BAD,direct,The vehicle normally accelerates through the junction with a smooth left adjustment.,accelerate,"The vehicle remains stopped, steadily maintaining its position.",stop,1,<loc1022>The vehicle normally accelerates through the junction with a smooth left adjustment.;<loc1021>
118,3,391,400,9,9,BAD,direct,"The vehicle accelerates normally from a stop, making a slight left adjustment.",accelerate,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle accelerates normally from a stop, making a slight left adjustment.;<loc1021>"
119,3,401,406,9,10,BAD,direct,"The vehicle remains stopped, following the route and staying behind the black car to the front left.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, following the route and staying behind the black car to the front left.;<loc1021>"
120,4,1,10,10,0,GOOD,,The vehicle accelerates normally to follow the route and reach the speed limit.,accelerate,"The vehicle accelerates steadily to follow the front car, maintaining a straight course.",accelerate,1,<loc1022>The vehicle accelerates normally to follow the route and reach the speed limit.;<loc1021>
121,4,11,20,10,1,GOOD,,The vehicle accelerates normally to follow the maroon car ahead.,accelerate,"The vehicle accelerates steadily to follow the front car, maintaining a straight course.",accelerate,1,<loc1022>The vehicle accelerates normally to follow the maroon car ahead.;<loc1021>
122,4,21,30,10,2,,,"The vehicle follows the route, accelerating normally to drive with the target speed and making slight course adjustments.",follow,,,0,"<loc1022>The vehicle follows the route, accelerating normally to drive with the target speed and making slight course adjustments.;<loc1021>"
123,4,31,40,10,3,BAD,precursor,The vehicle normally follows the route and accelerates to follow the maroon car ahead.,follow,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,1,<loc1022>The vehicle normally follows the route and accelerates to follow the maroon car ahead.;<loc1021>
124,4,41,50,10,4,BAD,direct,The vehicle accelerates normally to follow the maroon car ahead.,accelerate,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,1,<loc1022>The vehicle accelerates normally to follow the maroon car ahead.;<loc1021>
125,4,51,60,10,5,,,The vehicle follows the route and accelerates normally to follow the maroon car ahead.,follow,,,0,<loc1022>The vehicle follows the route and accelerates normally to follow the maroon car ahead.;<loc1021>
126,4,61,70,10,6,BAD,precursor,"The vehicle decelerates to a stop behind the maroon car ahead, maintaining a steady course.",decelerate,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,1,"<loc1022>The vehicle decelerates to a stop behind the maroon car ahead, maintaining a steady course.;<loc1021>"
127,4,71,80,10,7,BAD,precursor,The vehicle steadily accelerates to follow the maroon car ahead.,accelerate,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,1,<loc1022>The vehicle steadily accelerates to follow the maroon car ahead.;<loc1021>
128,4,81,90,10,8,BAD,direct,"The vehicle accelerates to follow the maroon car, then decelerates normally.",accelerate,"The vehicle decelerates smoothly to stay behind the front car, driving cautiously.",decelerate,1,"<loc1022>The vehicle accelerates to follow the maroon car, then decelerates normally.;<loc1021>"
129,4,91,100,10,9,BAD,direct,"The vehicle follows the route, accelerating normally to drive with the target speed while maintaining a steady course.",follow,"The vehicle accelerates steadily to follow the front car, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle follows the route, accelerating normally to drive with the target speed while maintaining a steady course.;<loc1021>"
130,4,101,110,10,10,,,The vehicle accelerates normally to follow the maroon car ahead.,accelerate,,,0,<loc1022>The vehicle accelerates normally to follow the maroon car ahead.;<loc1021>
131,4,111,120,10,11,,,"The vehicle follows the route, accelerating to match the maroon car ahead, maintaining a steady course.",follow,,,0,"<loc1022>The vehicle follows the route, accelerating to match the maroon car ahead, maintaining a steady course.;<loc1021>"
132,4,121,130,10,12,GOOD,,"The vehicle normally follows the route, maintaining reduced speed behind the maroon car.",follow,"The vehicle smoothly follows the route, maintaining steady lane keeping behind the front car.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining reduced speed behind the maroon car.;<loc1021>"
133,4,131,140,10,13,GOOD,,"The vehicle follows the route, maintaining reduced speed to stay behind the maroon car at 13.4 meters, with steady lane keeping.",follow,"The vehicle smoothly follows the route, maintaining steady lane keeping behind the front car.",follow,1,"<loc1022>The vehicle follows the route, maintaining reduced speed to stay behind the maroon car at 13.4 meters, with steady lane keeping.;<loc1021>"
134,4,141,150,10,14,,,"The vehicle accelerates to follow the maroon car ahead, maintaining a steady course.",accelerate,,,0,"<loc1022>The vehicle accelerates to follow the maroon car ahead, maintaining a steady course.;<loc1021>"
135,4,151,160,11,0,GOOD,,The vehicle follows the route and accelerates normally to follow the maroon car ahead.,follow,"The vehicle cautiously follows the route, maintaining steady lane keeping behind the front car.",follow,1,<loc1022>The vehicle follows the route and accelerates normally to follow the maroon car ahead.;<loc1021>
136,4,161,170,11,1,GOOD,,The vehicle follows the route and accelerates normally to keep pace with the maroon car ahead.,follow,"The vehicle cautiously follows the route, maintaining steady lane keeping behind the front car.",follow,1,<loc1022>The vehicle follows the route and accelerates normally to keep pace with the maroon car ahead.;<loc1021>
137,4,171,180,11,2,GOOD,,"The vehicle follows the route and maintains reduced speed, normally adjusting its course slightly to the left.",follow,"The vehicle cautiously follows the route, maintaining steady lane keeping behind the front car.",follow,1,"<loc1022>The vehicle follows the route and maintains reduced speed, normally adjusting its course slightly to the left.;<loc1021>"
138,4,181,190,11,3,GOOD,,"The vehicle smoothly decelerates and then accelerates, maintaining a steady course.",decelerate,"The vehicle cautiously follows the route, maintaining steady lane keeping behind the front car.",follow,1,"<loc1022>The vehicle smoothly decelerates and then accelerates, maintaining a steady course.;<loc1021>"
139,4,191,200,11,4,,,The vehicle steadily maintains its course while accelerating to follow the maroon car.,maintain,"The vehicle cautiously follows the route, maintaining steady lane keeping behind the front car.",follow,1,<loc1022>The vehicle steadily maintains its course while accelerating to follow the maroon car.;<loc1021>
140,4,201,210,11,5,,,"The vehicle smoothly decelerates to stay behind the maroon car ahead, then accelerates normally.",decelerate,"The vehicle cautiously follows the route, maintaining steady lane keeping behind the front car.",follow,1,"<loc1022>The vehicle smoothly decelerates to stay behind the maroon car ahead, then accelerates normally.;<loc1021>"
141,4,211,220,11,6,BAD,precursor,The vehicle accelerates normally to follow the maroon car ahead.,accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle accelerates normally to follow the maroon car ahead.;<loc1021>
142,4,221,230,11,7,BAD,precursor,"The vehicle accelerates normally to follow the maroon car ahead, maintaining a steady course.",accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle accelerates normally to follow the maroon car ahead, maintaining a steady course.;<loc1021>"
143,4,231,240,11,8,BAD,precursor,"The vehicle accelerates to follow the maroon car, then decelerates, maintaining a steady course.",accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle accelerates to follow the maroon car, then decelerates, maintaining a steady course.;<loc1021>"
144,4,241,250,11,9,BAD,precursor,"The vehicle follows the route, accelerating to match the maroon car, then decelerating normally.",follow,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle follows the route, accelerating to match the maroon car, then decelerating normally.;<loc1021>"
145,4,251,260,11,10,BAD,direct,"The vehicle follows the route, maintaining reduced speed, and makes slight adjustments to the left.",follow,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle follows the route, maintaining reduced speed, and makes slight adjustments to the left.;<loc1021>"
146,4,261,270,11,11,BAD,direct,The vehicle accelerates normally and maintains a steady course.,accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle accelerates normally and maintains a steady course.;<loc1021>
147,4,271,280,11,12,BAD,direct,The vehicle accelerates normally while making a slight left adjustment.,accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle accelerates normally while making a slight left adjustment.;<loc1021>
148,4,281,290,11,13,BAD,direct,"The vehicle accelerates normally to reach the speed limit, then decelerates abruptly to a stop.",accelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle accelerates normally to reach the speed limit, then decelerates abruptly to a stop.;<loc1021>"
149,4,291,300,11,14,BAD,direct,"The vehicle normally follows the route, accelerating to speed limit and then braking abruptly to a stop.",follow,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle normally follows the route, accelerating to speed limit and then braking abruptly to a stop.;<loc1021>"
